                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                 1.3962,                0.90283,                0.88102,                0.29414,                0.07303,                0.03099,                0.00941,                 2.8814,                 3.3023,                 1.2263,             4.1045e-05,             4.1045e-05,             4.1045e-05
                    135,                 1.4343,                0.90547,                0.90728,                0.29618,                0.07303,                0.03029,                0.00928,                 2.8806,                 3.2777,                 1.2259,             3.7534e-05,             3.7534e-05,             3.7534e-05
                    136,                 1.3667,                 0.9174,                0.85832,                0.29335,                  0.074,                0.03077,                0.00936,                 2.8817,                 3.2807,                 1.2251,             3.4227e-05,             3.4227e-05,             3.4227e-05
                    137,                 1.3208,                0.86768,                0.86818,                0.29231,                0.07534,                 0.0297,                0.00934,                  2.876,                 3.2704,                 1.2242,             3.1127e-05,             3.1127e-05,             3.1127e-05
                    138,                  1.246,                0.85589,                0.86822,                0.29044,                0.07071,                 0.0274,                  0.009,                  2.878,                 3.2792,                 1.2231,             2.8235e-05,             2.8235e-05,             2.8235e-05
                    139,                 1.3865,                0.92268,                0.87505,                0.28891,                 0.0684,                 0.0266,                0.00879,                 2.8765,                 3.2798,                 1.2217,             2.5551e-05,             2.5551e-05,             2.5551e-05
                    140,                 1.3455,                0.87389,                0.88861,                0.29674,                0.07566,                0.02928,                 0.0089,                 2.8803,                 3.2871,                 1.2212,             2.3078e-05,             2.3078e-05,             2.3078e-05
                    141,                 1.2449,                0.88931,                0.86384,                0.29138,                0.05914,                0.02569,                0.00825,                 2.8661,                 3.2539,                 1.2219,             2.0817e-05,             2.0817e-05,             2.0817e-05
                    142,                 1.2555,                0.95147,                0.86766,                0.28112,                0.07597,                 0.0213,                  0.007,                 2.8703,                 3.2344,                  1.225,             1.8768e-05,             1.8768e-05,             1.8768e-05
                    143,                 1.2255,                0.92699,                0.86313,                0.29238,                0.04725,                0.02264,                0.00699,                 2.8891,                  3.265,                 1.2298,             1.6932e-05,             1.6932e-05,             1.6932e-05
                    144,                 1.1956,                0.97892,                0.87647,                0.28302,                 0.0865,                0.02072,                0.00634,                 2.9102,                 3.3184,                 1.2335,              1.531e-05,              1.531e-05,              1.531e-05
                    145,                 1.2311,                0.90395,                0.87751,                0.27874,                 0.0845,                0.01946,                0.00609,                 2.9208,                 3.3583,                 1.2358,             1.3903e-05,             1.3903e-05,             1.3903e-05
                    146,                 1.1362,                0.81779,                0.85757,                0.27821,                0.08187,                0.02004,                0.00594,                 2.9276,                 3.3769,                  1.238,             1.2712e-05,             1.2712e-05,             1.2712e-05
                    147,                 1.1108,                0.83182,                0.85466,                0.54391,                 0.0423,                0.02067,                0.00599,                 2.9237,                 3.3835,                 1.2377,             1.1736e-05,             1.1736e-05,             1.1736e-05
