                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 2.0631,                 1.6276,                0.98535,                0.52374,                0.05831,                 0.0177,                0.00546,                  3.047,                  3.536,                 1.2799,             5.5951e-05,             5.5951e-05,             5.5951e-05
                    134,                 1.9773,                 1.5701,                0.96138,                0.52655,                0.05831,                0.01788,                0.00547,                 3.0417,                 3.5402,                  1.279,             5.1307e-05,             5.1307e-05,             5.1307e-05
                    135,                 2.1079,                 1.5929,                0.99348,                0.52603,                0.05305,                0.01869,                0.00603,                 3.0459,                 3.5528,                 1.2763,             4.6917e-05,             4.6917e-05,             4.6917e-05
                    136,                 2.1247,                 1.6508,                0.98653,                0.52519,                0.05073,                0.01891,                0.00574,                 3.0562,                 3.5852,                 1.2793,             4.2784e-05,             4.2784e-05,             4.2784e-05
                    137,                 2.0129,                  1.566,                0.98727,                0.54065,                0.05041,                0.01846,                0.00578,                 3.0525,                 3.5631,                  1.277,             3.8909e-05,             3.8909e-05,             3.8909e-05
                    138,                 2.0636,                 1.5966,                0.99616,                0.52846,                0.05305,                0.01817,                0.00524,                   3.06,                 3.5614,                 1.2752,             3.5293e-05,             3.5293e-05,             3.5293e-05
                    139,                 2.0412,                 1.5852,                0.99534,                0.27144,                0.05599,                0.01782,                0.00514,                 3.0743,                 3.5685,                 1.2776,             3.1939e-05,             3.1939e-05,             3.1939e-05
                    140,                 2.0304,                  1.604,                0.98612,                0.27253,                0.06094,                0.01649,                0.00478,                 3.0953,                  3.593,                 1.2803,             2.8848e-05,             2.8848e-05,             2.8848e-05
                    141,                 1.9503,                 1.7336,                0.99525,                0.52704,                0.05241,                0.01242,                0.00353,                 3.0993,                 3.5088,                 1.2825,             2.6021e-05,             2.6021e-05,             2.6021e-05
                    142,                 2.0272,                 1.8257,                0.99085,                0.51972,                0.05631,                 0.0114,                0.00328,                 3.0844,                 3.7245,                 1.3037,              2.346e-05,              2.346e-05,              2.346e-05
                    143,                 1.9252,                 1.7207,                 1.0175,                0.51741,                0.05599,                0.01053,                0.00318,                 3.0774,                 3.8101,                 1.3063,             2.1165e-05,             2.1165e-05,             2.1165e-05
                    144,                 1.9369,                 1.6738,                0.98717,                0.51981,                0.05799,                0.00988,                0.00312,                 3.0843,                 3.7544,                 1.3083,             1.9138e-05,             1.9138e-05,             1.9138e-05
                    145,                 1.9787,                 1.7239,                0.99228,                0.51794,                0.05768,                0.00903,                0.00311,                 3.0917,                 3.7508,                 1.3093,             1.7379e-05,             1.7379e-05,             1.7379e-05
                    146,                 1.9541,                 1.6061,                 1.0268,                0.51794,                0.05768,                0.00903,                0.00311,                 3.0917,                 3.7508,                 1.3093,              1.589e-05,              1.589e-05,              1.589e-05
